days,realized_variance,realized_quarticity,DailyRV,WeeklyRV,MonthlyRV,SQRT(RQ(d))*RV(d),SQRT(RQ(w))*RV(w),SQRT(RQ(m))*RV(m)
2023-02-10,2.584705099292541,10.181825345093005,,,,,,
2023-02-11,0.8061587268060966,2.245478560964557,2.584705099292541,,,8.247528427833943,,
2023-02-12,1.9693376243357463,10.783569844177848,0.8061587268060966,,,1.2080224800224997,,
2023-02-13,3.1966345743648765,8.720506294050136,1.9693376243357463,,,6.466979079057678,,
2023-02-14,7.93786150451448,270.62563634975766,3.1966345743648765,,,9.439822807740468,,
2023-02-15,20.10753066736266,1415.360652605833,7.93786150451448,,,130.58340379226337,,
2023-02-16,21.488872632646924,848.7380351887068,20.10753066736266,8.298728689903331,,756.4710263180637,420.43162292540086,
2023-02-17,9.804013178441288,91.09249565884548,21.488872632646924,9.33005841549601,,626.0376669174218,480.0735636562178,
2023-02-18,1.5140035753163446,1.8272751006886403,9.804013178441288,9.43117910814033,,93.57184368598202,485.23835102169033,
2023-02-19,6.042073914990057,88.77977973240468,1.5140035753163446,10.012998578233805,,2.0465806749081454,522.707718127804,
2023-02-20,4.916938677084466,82.69661541062789,6.042073914990057,10.258756307193746,,56.93024665735933,542.7570960009484,
2023-02-21,7.315096186584955,54.60797181482031,4.916938677084466,10.169789833203813,,44.713499321934066,516.8717845991923,
2023-02-22,5.9748394580361595,41.006076016565245,7.315096186584955,8.15083394615717,,54.05651760896005,283.3805079911299,
2023-02-23,8.427348834582132,151.20565357378158,5.9748394580361595,6.284901975005058,,38.26047404899592,142.102157253188,
2023-02-24,6.033385950320902,132.93139624347737,8.427348834582132,5.7462409424164305,,103.62749164678097,135.13501760874797,
2023-02-25,1.7735818356220339,5.1616523407583195,6.033385950320902,5.783323551031529,,69.56245341327539,136.41647214366546,
2023-02-26,3.0856833947485596,12.739807267111416,1.7735818356220339,5.3609820481398875,,4.029448477572131,117.49594442855894,
2023-02-27,4.376091454080123,36.95877542839918,3.0856833947485596,5.283718159139267,,11.013688580391463,110.15143694377912,
2023-02-28,2.6067293934184574,9.502383829143358,4.376091454080123,4.611094331544052,,26.603891999418753,91.004096137701,
2023-03-01,6.80797852092975,81.8369278272955,2.6067293934184574,4.730114197671709,,8.035487567645628,98.12411804743748,
2023-03-02,1.5888705826375251,4.090264355750875,6.80797852092975,3.753188733108193,,61.587536922133324,63.16307848455597,
2023-03-03,32.99193586760271,7571.545577059925,1.5888705826375251,7.604410149862738,,3.213395736242558,668.2297433231953,
2023-03-04,0.5656034633518644,0.4964936152527109,32.99193586760271,7.431841810966999,,2870.781043786268,652.8681724564148,
2023-03-05,2.4872267097150287,15.433481585037429,0.5656034633518644,7.346347998819351,,0.39853722646516077,645.4703822040457,
2023-03-06,0.9316251620268514,1.0383978693252716,2.4872267097150287,6.854281385668884,,9.771187045810672,600.8333234234696,
2023-03-07,1.3313102033406565,1.4551724259857566,0.9316251620268514,6.672078644229197,,0.9493428939258872,584.555440079545,
2023-03-08,3.716512586837142,15.8477053874199,1.3313102033406565,6.230440653644541,,1.6059665261894804,543.5111286746503,
2023-03-09,20.49997143027351,1513.2718613460459,3.716512586837142,8.93202648902111,,14.795130577351426,852.9542198153587,
2023-03-10,15.188155620701208,197.6532192519174,20.49997143027351,6.388629310892322,,797.4651886744779,266.8884843739836,
2023-03-11,13.063508351343412,315.04675401738905,15.188155620701208,8.174044294891116,7.304452839376949,213.52905816718743,370.97435061525624,832.6077082007008
2023-03-12,17.889586636991226,462.19838425500683,13.063508351343412,10.374381427359143,7.814615557300239,231.8714788604171,519.3941593522054,906.121371188221
2023-03-13,41.60277329244322,4681.2895519172835,17.889586636991226,16.184545445990054,9.174502709488142,384.60463804135657,1372.0412151082146,1235.1191803385732
2023-03-14,39.49981767173897,4628.685875766771,41.60277329244322,21.637189370046958,10.425518711068248,2846.4596666802418,2351.793616017796,1572.2098533105761
2023-03-15,8.280720636291647,74.38576235447088,39.49981767173897,22.2892190913976,10.594988246465809,2687.3482220470605,2428.658862933868,1600.071584788084
2023-03-16,7.035261989533948,47.59514958994781,8.280720636291647,20.365689171291944,10.564901595966457,71.41888117687253,2077.585265508076,1587.7074983910634
2023-03-17,25.91539009342506,1024.3626021685614,7.035261989533948,21.898151238823925,10.758496910168537,48.535736374620186,2320.952403794347,1602.7445666962647
2023-03-18,6.756214853128523,43.1122486094867,25.91539009342506,20.99710931050751,10.267408317517924,829.4392977539494,2198.3511762204657,1501.5660908169696
2023-03-19,8.89956034902284,98.92742867056086,6.756214853128523,19.712819840797746,10.237259889870643,44.36125147481696,2029.4018792606034,1497.4312065552426
2023-03-20,15.613163056963938,236.3008954131646,8.89956034902284,16.000018378586418,10.70723187259223,88.51704614984024,1255.0961434521616,1574.7336667471138
2023-03-21,7.164609200415759,48.074225101724984,15.613163056963938,11.380702882683101,10.744649715439751,240.00681791494972,451.3361083267648,1578.7491676929603
2023-03-22,37.3059256867795,5400.93992202647,7.164609200415759,15.52716074703851,11.82428261576292,49.67623269564311,1289.7185801044768,1939.604142222547
2023-03-23,18.520877222253045,529.1237568534563,37.3059256867795,17.16796292314124,12.19780865028519,2741.65304386317,1474.9309667106322,2018.4412975560094
2023-03-24,8.724394208393807,87.44402219132766,18.520877222253045,14.712106368136773,12.289460475297114,426.03000114330973,1181.0003068033848,2035.3311336733568
2023-03-25,2.5603030331428567,8.28201841214011,8.724394208393807,14.112690393853105,12.093892281915801,81.58312630443542,1129.816924204102,1997.7166921061923
2023-03-26,4.267369394670226,27.43907182921697,2.5603030331428567,13.45094882894559,12.035025063394112,7.368167100697634,1070.817517222132,1984.1460546195992
2023-03-27,10.80301814857955,429.8573758856286,4.267369394670226,12.763785270604965,12.336006273826031,22.35346983686864,1031.5129008668468,2049.5944995491627
2023-03-28,7.095865254520401,97.50732270657645,10.80301814857955,12.753964706905629,12.469679002485092,223.9789979105625,1034.6125510624202,2074.982411336773
2023-03-29,8.97488481410736,146.8278765750432,7.095865254520401,8.70667315366675,12.622972114486,70.06868644107742,317.1048110211438,2104.653837241338
2023-03-30,11.905558922034057,293.4223144866165,8.97488481410736,7.7616276822068935,12.932933098773185,108.7509707915988,256.34295703604636,2167.317724136053
2023-03-31,5.088581023852064,29.632343430326536,11.905558922034057,7.242225798700931,12.875619848870597,203.93715571661252,232.7638666592721,2155.7066689951193
2023-04-01,1.189574831998101,1.5497279853244676,5.088581023852064,7.04640748425168,12.862309990515948,27.699995163185154,225.73109273088372,2153.3806703265036
2023-04-02,1.8662496892352038,3.7554809859704235,1.189574831998101,6.703390383475248,11.8247871179037,1.480878762982151,212.2501772598258,1691.4388296413272
2023-04-03,9.775202809472159,150.90942624295928,1.8662496892352038,6.556559620745621,12.131773762774376,3.6166171064089574,176.3707825918779,1741.7175423474978
2023-04-04,2.0706474266700696,4.135408820860873,9.775202809472159,5.838671359624144,12.117887786672878,120.08367227353365,146.57653654708196,1739.2471018095841
2023-04-05,5.693469161321244,94.62563244595185,2.0706474266700696,5.369897694940414,12.27661591998269,4.2108074425356765,129.10448420390833,1766.026874762303
2023-04-06,1.6884843490552242,2.9234697246803725,5.693469161321244,3.910315613086295,12.288521724839844,55.38362400644519,66.30625800169537,1767.8022723486151
2023-04-07,0.8055243662863296,0.5273755095143925,1.6884843490552242,3.29845037629119,12.191488784154815,2.8869970475963425,53.02473366777307,1753.194012926302
2023-04-08,0.6053522518366983,0.8632122463601707,0.8055243662863296,3.2149900076967044,11.528334811540255,0.5849768248738493,51.61435975938487,1596.0561271741296
2023-04-09,2.154136716112859,14.238992044027848,0.6053522518366983,3.2561167258220833,11.093867514720642,0.5624280327140614,53.32715215734483,1528.539445017159
2023-04-10,7.502144901874898,194.72328097849487,2.154136716112859,2.9313941675939033,10.908488733071692,8.128546355822621,51.781845556443734,1498.2268270472555
2023-04-11,4.324366066215009,19.62078158477639,7.502144901874898,3.25335397324318,10.456314714045819,104.68739363381776,58.8778646001826,1419.1758773507202
2023-04-12,2.0638741367005196,4.929051362902557,4.324366066215009,2.7348403982973624,9.138351408854396,19.154931462327994,42.17565165171639,1071.3610060874717
2023-04-13,2.1493009045039404,5.964871323835679,2.0638741367005196,2.8006713347900365,7.893334183279895,4.5821033507347675,43.46616332384055,753.8857754467216
2023-04-14,5.369603202571287,39.02350552668464,2.1493009045039404,3.452682597116459,7.796296935489216,5.2492560945868805,57.70874622276989,743.1731382660446
2023-04-15,0.6365689391046349,0.263136823278596,5.369603202571287,3.4571421238690214,7.583007167141573,33.54326504567477,57.721190703310434,720.9564463463477
2023-04-16,1.0510804439723336,2.2597803367943587,0.6365689391046349,3.2995626564203744,6.754196845493149,0.32653990150382317,53.89352640997417,604.7629539806562
2023-04-17,4.370191101676305,52.77795815625909,1.0510804439723336,2.852140684963433,6.674662720444742,1.5800435905325014,31.867370702496174,598.0017167358369
2023-04-18,4.892836639506841,52.17634781903583,4.370191101676305,2.9333507668622656,6.541105263460874,31.748756547297347,36.80094606443196,584.326806810579
2023-04-19,11.672090947923698,655.028197800709,4.892836639506841,4.305953168465577,6.409736193159533,35.342523399009686,122.35983981560595,587.4216674206408
2023-04-20,4.623732348400221,23.82198284176107,11.672090947923698,4.659443374736475,6.325040298092348,298.72987756832805,133.86078122337798,578.8221851527509
2023-04-21,6.076387292595978,89.61559885716083,4.623732348400221,4.760412530454287,5.284055684952898,22.56740589300104,140.89076054767003,292.45562338049353
2023-04-22,2.0809157637385978,5.950955675480985,6.076387292595978,4.966747791116282,4.7360569696690815,57.52243373836962,147.47401005708997,238.69428869307598
